id,pred,confidence,justification,type,index,text,label,len_text,machiavellian,narcissitic expressions,lack of professional decorum,lack of consideration,favoritism (discrimination),comments refusing responsibility,threatening statements
4e3515ad,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1496,"""\""See attached file entitled AmendABX.doc.\""""",None,9,,,,,,,
0b87f5d3,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1505,"""\""So its not an eitheror decision.\""""",None,8,,,,,,,
73b5797d,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2002,"""\""But the Pacers contribution is made up almost entirely of revenues the city expects to generate from the arenas publicly financed parking garage when the team is not using it according to an attorney who worked on the bond sale.\""""",None,42,,,,,,,
39dc74df,None,95.67,This sentence does not contain any sign of destructive leadership.,None,154,"""\""As of today we are a little better than half way there.\""""",None,14,,,,,,,
f7159c1b,None,95.67,This sentence does not contain any sign of destructive leadership.,None,4,"""\""I hope we can count on you.\""""",None,9,,,,,,,
4d6e62a3,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2036,"""\""Enron he said was interested.\""""",None,7,,,,,,,
fab84280,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1840,"""\""The cap was per megawatt hour in December and per megawatt hour in January.\""""",None,16,,,,,,,
e050c5b6,None,93.12,This sentence does not contain any sign of destructive leadership.,None,473,"""\""We estimate that we could generate a summer onpeak demand response in excess of MW during certain high cost hours and a demand response for summer onpeak hours that could exceed MW.\""""",None,34,,,,,,,
c0926305,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1253,"""\""Andrew Windham said the country has all the characteristics offshore which make potentially for substantial discoveries.\""""",None,18,,,,,,,
9de385a3,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1005,"""\""I thank you very much for your interest in eVelocity.\""""",None,12,,,,,,,
5cb247da,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1412,"""\""Keith SteppENRONDEVELOPMENT AM To John AmblerENRONDEVELOPMENTENRONDEVELOPMENT Steven J KeanNAEnronEnron cc Soon YeapENRONDEVELOPMENTENRONDEVELOPMENT Jane WangENRONDEVELOPMENTENRONDEVELOPMENT Kari DuncanENRONDEVELOPMENTENRONDEVELOPMENT Subject Letter for Lay Signature JohnSteve Attached is a draft letter to Party Secretary Zhou Yong Kang of Sichuan Province declining an invitation for Ken Lay to speak at the Western Forum of China.\""""",None,52,,,,,,,
53519d98,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2266,"""\""Video conference usage data circuits Ardmore usage EDI and web site billings are based on a company and cost center furnished by the person requesting the service.\""""",None,29,,,,,,,
5d50bc8e95ca,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],300,"""\""I said, \\\""Hello, asshole. I'm coming over right now asshole.\\\""\""""",DLB,18,0.0,0.0,1.0,1.0,0.0,0.0,0.0
89f75a92,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1709,"""\""I have requested a list of individuals and their role within PERS to distribute.\""""",None,16,,,,,,,
3e178776,None,95.67,This sentence does not contain any sign of destructive leadership.,None,875,"""\""You will need to be in Kilimanjaro for the safari on July .\""""",None,14,,,,,,,
bd13a2ac,None,95.12,This sentence does not contain any sign of destructive leadership.,None,191,"""\""Dear Ms. Kurz I spoke to Mr. Skilling regarding your email below.\""""",None,16,,,,,,,
d93b917c,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2214,"""\""The course already is being described as one of the most beautiful in the United States.\""""",None,18,,,,,,,
35a16528,None,95.12,This sentence does not contain any sign of destructive leadership.,None,1164,"""\""The Governors executive orders and Senator Shers siting reform legi slation are steps in the right direction.\""""",None,19,,,,,,,
4bdbe02b,None,93.12,This sentence does not contain any sign of destructive leadership.,None,286,"""\""In addition California will only achieve a competitive retail market when the utility is removed completely from the procurement function.\""""",None,22,,,,,,,
1dfdafda,None,97.23,This sentence does not contain any sign of destructive leadership.,None,635,"""\""I will contact you shortly with the flight details.\""""",None,11,,,,,,,
5c4f8b98,DLB,95.67,This sentence contains Narcissistic Expressions,['Narcissistic Expressions'],1506,"""\""So many people have expressed a desire to become know more about the University its new initiatives and successes that President Bush volunteered to host a gathering of CEOs and spouses or a second person in the corporate hierarchy.\""""",None,41,,,,,,,
0f099891,None,95.23,This sentence does not contain any sign of destructive leadership.,None,483,"""\""When you finish simply click on the Reply With History button then hit Send Your survey will automatically be sent to the Outlook Migration Mailbox.\""""",None,27,,,,,,,
8c98ab75,None,95.67,This sentence does not contain any sign of destructive leadership.,None,251,"""\""I look forward to seeing you Thursday evening February at the Texas Public Policy Foundation TPPF event A Farewell Evening with Lady Margaret Thatcher.\""""",None,26,,,,,,,
6ef6401c,DLB,92.34,"This sentence contains Favoritism (i.e., Discrimination) as it indicates preferential treatment towards Jeff.","['Favoritism (i.e., Discrimination)']",282,"""\""Ill see that Jeff gets it as soon as its received.\""""",None,13,,,,,,,
32daad5f,None,97.23,This sentence does not contain any sign of destructive leadership.,None,973,"""\""He will be returning to Houston Monday afternoon.\""""",None,10,,,,,,,
0e6c91c6,None,93.12,This sentence does not contain any sign of destructive leadership.,None,708,"""\""Ms. Robinson Im writing on behalf of Jeff Skilling to whom Kay Cole introduced to you via email.\""""",None,21,,,,,,,
0452d0c2,None,95.12,This sentence does not contain any sign of destructive leadership.,None,237,"""\""I have been to one meeting and only around a third attended.\""""",None,14,,,,,,,
069c18f95ec8,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],346,"""\""I just had lunch and I feel like Fat Bastard\""""",DLB,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ed73f91b,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1883,"""\""This email reflects todays events in Sacramento.\""""",None,9,,,,,,,
83ecb9a8,DLB,92.56,This sentence contains Narcissistic Expressions,['Narcissistic Expressions'],2147,"""\""My reason for calling is that I am currently working on my applications for business school and as Im sure you can appreciate recommendations are a very important part since you attended Stanford yourself.\""""",None,36,,,,,,,
b21a3271,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1198,"""\""Unbeknownst to the participates the children are brought into the event at the very end of the program.\""""",None,20,,,,,,,
11141b7a,DLB,95.67,This sentence contains Machiavellian Expressions,['Machiavellian Expressions'],107,"""\""We will also be working to thank the Democrats who supported us in the House and make sure they have any cover they need in case their vote becomes an issue.\""""",DLB,33,,,,,,,
a5a2818d,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1520,"""\""Thank you for the invitation to Mr. Skilling.\""""",None,11,,,,,,,
e7ab1823829f,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],287,"""\""Next to his phone number I wrote the word \\\""asshole,\\\"" and put it in my desk drawer.\""""",DLB,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0
69e229b6,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1151,"""\""Thank You Dear Members Attached is the April WCC Member Update.\""""",None,13,,,,,,,
7005de1709ea,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],264,"""\""she was just asking what i do at enron and if i am nice or an asshole\""""",DLB,19,0.0,0.0,1.0,1.0,0.0,0.0,0.0
ed5d2e90,None,93.12,This sentence does not contain any sign of destructive leadership.,None,561,"""\""Finally I am attaching the recommendation to HBS that you wrote in .\""""",None,14,,,,,,,
5e7eea5a,None,93.12,This sentence does not contain any sign of destructive leadership.,None,167,"""\""Bert will you please email me Genes exact title.\""""",None,11,,,,,,,
fc541616,None,95.12,This sentence does not contain any sign of destructive leadership.,None,1611,"""\""All agreed that a demand response and price signals are important in the longrun although not to the extent currently experienced in San Diego.\""""",None,26,,,,,,,
4da32079,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1323,"""\""From Samuel Pak PM To Jeff SkillingCorpEnronENRON cc Subject MS and AssociateAnalyst Picture for Encounter Mr. Skilling Hello my name is Samuel Pak and I am an Analyst in the AA program.\""""",None,35,,,,,,,
98c2b147e243,DLB,95.67,This sentence contains Narcissistic Expressions,['Narcissistic Expressions'],60,"""\""See how thoughtful I am.\""""",DLB,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7ddb8197,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],654,"""\""Ill be at the North Shepherd facility beginning about p.m.\""""",None,14,,,,,,,
a441af31,None,95.67,This sentence does not contain any sign of destructive leadership.,None,79,"""\""Mr. Fierro I am very sorry but I inadvertantly deleted your email before printing the attachment for Mr. Lay.\""""",None,23,,,,,,,
945ef08dc92f,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],285,"""\""you're such a sorry, simple bastard\""""",DLB,11,0.0,0.0,1.0,1.0,0.0,0.0,0.0
b1e74e08,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],1860,"""\""The MS complaint alleged that the cap reduction was unlawful and would threaten the stability and integroty of the marketplace.\""""",None,22,,,,,,,
edae4c94,None,95.67,This sentence does not contain any sign of destructive leadership.,None,624,"""\""I look forward to a great turnout Sincerely Juan F. Samudio Development Manager Houston Technology Center Phone\""""",None,20,,,,,,,
15312fce,None,95.67,This sentence does not contain any sign of destructive leadership.,None,238,"""\""I have been with the company for last twenty years and it has been a phenomenal experience.\""""",None,19,,,,,,,
5befdf51,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1684,"""\""He continued to promote expansion of the ISOs abilities to dispatch load as well as maintain system reliability.\""""",None,20,,,,,,,
ac094ab3,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1075,"""\""More information about how to access the La Villette conference centre is available on our Internet site at httpwww.oecd.orgforumabouttransport.htm .\""""",None,27,,,,,,,
585b7bc4,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1406,"""\""Jeff I am planning Kevin Comptons travel to Houston for the YPO panel.\""""",None,15,,,,,,,
d569eaa0,None,95.67,This sentence does not contain any sign of destructive leadership.,None,995,"""\""I have attached a map for your file.\""""",None,10,,,,,,,
b0154105,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1644,"""\""Christopher B HuntENRONDEVELOPMENT AM To Steven J KeanNAEnronEnron cc Subject Meeting SK I emailed him and asked him to call me to schedule some time with you next week.\""""",None,31,,,,,,,
9f9d3a3b,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1513,"""\""Subject April telephonic Board Meeting We have scheduled a telephonic Board meeting for Tuesday April from p. CDT Houston time.\""""",None,23,,,,,,,
c43e670c,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2078,"""\""I suggest we transmit the letter to the Senate Banking Subcommittee on Securities in preparation for their hearing noted below.\""""",None,22,,,,,,,
802481928865,DLB,95.67,This sentence contains Lack of Consideration,['Lack of Consideration'],337,"""\""Our neighbors have faced it alone, and I'm one Canadian who is damned tired of hearing them get kicked around\""""",DLB,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6f0244ac,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1970,"""\""and I have just completed negotiations in West Virginia involving APS AEP and other stakeholders.\""""",None,17,,,,,,,
18682c5f,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1167,"""\""The information contained in this transmission may contain privileged and confidential information and is intended only for the use of the persons named above.\""""",None,26,,,,,,,
90632930,None,93.12,This sentence does not contain any sign of destructive leadership.,None,43,"""\""Like a couple of cub bears meaning Rob and Phil .\""""",DLB,12,,,,,,,
f191b87e,None,95.67,This sentence does not contain any sign of destructive leadership.,None,512,"""\""Amelia where can I pick Jeffs rider package for the MS Thanks Joannie Amelia Alder PM To Amelia AlderOTSEnronENRON cc bcc\""""",None,23,,,,,,,
5c280d8c,DLB,95.67,This sentence contains Lack of Consideration,['Lack of Consideration'],33,"""\""Cut her loose and let her wander. .\""""",DLB,10,,,,,,,
a327a4a8,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],141,"""\""Ajunto is the Enron of IT Sourcing...\""""",None,9,,,,,,,
9defde22,DLB,92.34,This sentence contains Lack of professional decorum,['Lack of professional decorum'],727,"""\""Otherwise Im sure hed love to.\""""",None,8,,,,,,,
fe42e295,None,95.12,This sentence does not contain any sign of destructive leadership.,None,565,"""\""For years we have designed buildings.\""""",None,8,,,,,,,
8a3c1efde911,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],107,"""\""Tim Ive worked hard with these guys to try to make this conference the best that it could be but it aint quite there.\""""",DLB,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43ee9ead89ce,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],42,"""\""Whiskey: He doesn't give a shit about anything except getting laid\""""",DLB,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59f45160,DLB,92.34,This sentence contains Narcissistic Expressions,['Narcissistic Expressions'],988,"""\""I am hoping that Enron will have an opportunity for me in the Public Relations Communications or Marketing area.\""""",None,21,,,,,,,
44c6fc52,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1624,"""\""Art has prepared the amendment to our Special Type license to add service to other destinations.\""""",None,18,,,,,,,
69dc2be1,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1914,"""\""We are very pleased to be working with the governors and with the IOGCC and its executive director Christine Hansen.\""""",None,22,,,,,,,
05a69517,None,95.67,This sentence does not contain any sign of destructive leadership.,None,281,"""\""Ill be contacting you and the other speakers within t he next week to arrange a conference call.\""""",None,20,,,,,,,
92ca9c7b,None,95.67,This sentence does not contain any sign of destructive leadership.,None,852,"""\""We will be the first team off on Saturday morning and the team has good facilities tents food etc.\""""",None,21,,,,,,,
a343359a75bb,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],45,"""\""The donkey later came back and kicked THE SHIT out of the bastard that tried burying him\""""",DLB,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ab819abe,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1831,"""\""Thanks Tom Lifetime Achievement memo.doc\""""",None,9,,,,,,,
fc81fe6b,None,95.67,This sentence does not contain any sign of destructive leadership.,None,96,"""\""Let us know if we can help you with indepth analyses or any other SCIENTECH information products including ecommerce and telecom in the electric utili ty industry.\""""",None,29,,,,,,,
436af51d981c,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],336,"""\""America's greatest virtue is its wealth, not its moral superiority, the evil bastards hit at the true heart of America: They hit Corporate U$A\""""",DLB,33,0.0,0.0,1.0,1.0,0.0,0.0,0.0
551062d9,None,95.67,This sentence does not contain any sign of destructive leadership.,None,816,"""\""The timing of this conference couldnt be better as the Middle East and North African region gears up to offer further independent power projects.\""""",None,26,,,,,,,
f2600815,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1411,"""\""K I N G S N E W S Richard N. Haass vice president and director of Foreign Policy Studies at the Brookings Institution has accepted an appointment from President George W. Bush to become director of policy planning at the State Department with the rank of ambassador.\""""",None,52,,,,,,,
887d6a86,None,93.12,This sentence does not contain any sign of destructive leadership.,None,73,"""\""I know the opening of Enron Field is keeping you busy as well as running Enron.\""""",None,18,,,,,,,
55cea18b,None,93.12,This sentence does not contain any sign of destructive leadership.,None,153,"""\""As Jeff worked there prior to coming to Enron this is a typo he would notice.\""""",None,18,,,,,,,
56303f82,None,95.67,This sentence does not contain any sign of destructive leadership.,None,485,"""\""Would if the afternoon of May at would work for your schedule.\""""",None,14,,,,,,,
5d3569780837,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],317,"""\""And so it went on and on with the heart, the lungs and the eyes until finally the asshole spoke up.\""""",DLB,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0
031c8091,None,97.23,This sentence does not contain any sign of destructive leadership.,None,1348,"""\""Hope to hear from you on Monday.\""""",None,9,,,,,,,
1a3050abc3ff,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],411,"""\""It'S FULL OF CRAPP, lumber, building stuff and a huge crane that just won't go away.\""""",DLB,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0
be7ba00f,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1137,"""\""Sondhi serves on the board of directors of two mutual funds and is an advisor to several US and Foreign companies.\""""",None,23,,,,,,,
3ecb5172,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1034,"""\""In addition many Wall Street analysts watch this event with interest as Gartner is the most trusted independent voice in the technology industry and we use Symposium as a forum for our views on major vendors.\""""",None,38,,,,,,,
7f911548,None,93.12,This sentence does not contain any sign of destructive leadership.,None,52,"""\""We would appreciate your help and support on the following Obtaining Enron Executive supportguidance for our proposed Enron Employee Exclusive offer for NewPower electricity.\""""",None,26,,,,,,,
ac570d60,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1437,"""\""Mr. Hines To get back with you re your question about some kind of FuturesOptions market in the commercial space market Ken Lay said that to approach Jeff Skilling about it is absolutely the right approach.\""""",None,39,,,,,,,
06d21e10,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],25,"""\""Does your cigarette taste difference a quote from the one Russian guy in Cascade .\""""",DLB,16,,,,,,,
c4644e2b,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2128,"""\""Jacqui knows my calendar Lenny Mendonca phone fax Alana OBrien Aobrienbayareac\""""",None,13,,,,,,,
6012b275,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1243,"""\""Again this new technology amazes.\""""",None,7,,,,,,,
02cb7009,None,95.12,This sentence does not contain any sign of destructive leadership.,None,1242,"""\""After a conversation with you John Watson and I advised Mike Goldberg that you did not want to be competing with the Rockets in soliciting contributions to the Arena referendum campaign.\""""",None,33,,,,,,,
064967e9,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1252,"""\""and I was wondering if you kept a copy in your files.\""""",None,14,,,,,,,
5a1e0a028930,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],344,"""\""Then he turned to me, and he said, \\\""Those bastards; it's a conspiracy\""""",DLB,21,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1477ded5409b,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],96,"""\""I am taunting back, still certain that we are going to kick the shit out of Nebraska\""""",DLB,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0
f5fc9cbf,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],49,"""\""Sustaining Members No charge for Regular Members with reservations for Members without reservations and Guests NOSHOWS WILL BE BILLED RESERVATIONS REQUIRED.\""""",None,23,,,,,,,
df3b75a2,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],961,"""\""Gadi Nevo BenYehuda Editor webmasterase.org mailtowebmasterase.org David Nemtzow Publisher nemtzowase.org mailtonemtzowase.org To be removed from this list do not reply to this message.\""""",None,33,,,,,,,
65195e63,None,95.67,This sentence does not contain any sign of destructive leadership.,None,253,"""\""I plan to leave El Paso at the end of the year.\""""",None,14,,,,,,,
873309bd62b6,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],3,"""\""Well, we're not having THAT sort of shit in our garden\""""",DLB,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0
65426b46,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1093,"""\""of us from the AA program participating in the MS with you.\""""",None,14,,,,,,,
be7cdb10,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1866,"""\""The proposed plan will have a huge impact on the California market and we need as much advance notice as possible.\""""",None,23,,,,,,,
431f5574ad54,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],79,"""\""Choke ass referring to peanut butter .\""""",DLB,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0
868ad534,None,93.12,This sentence does not contain any sign of destructive leadership.,None,531,"""\""but Im not sure whether or not Rocky will be able to attend.\""""",None,15,,,,,,,
997f8d3a,None,92.56,This sentence does not contain any sign of destructive leadership.,None,555,"""\""Enron is featured prominently in the pamphlet as a great example of a growth story.\""""",None,17,,,,,,,
685d3538f7ed,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],362,"""\""I have to be the slowest bastard on the field.\""""",DLB,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0
79f1243b,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1125,"""\""Ron Your email was such a pleasant surprise\""""",None,10,,,,,,,
e7b77f0e,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2032,"""\""Edison has not found an author because of the efforts of Enron and others lobbying against it.\""""",None,19,,,,,,,
f4a8a171,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],1544,"""\""The RocketsMike GoldbergBaker Botts have talked to Ric Campo and supposedly he is enthusiastic but thinks this should be the Authoritys idea..\""""",None,24,,,,,,,
bcf5a32d,None,92.67,This sentence does not contain any sign of destructive leadership.,None,2245,"""\""This is fine by me.\""""",None,7,,,,,,,
b883103e,None,93.12,This sentence does not contain any sign of destructive leadership.,None,513,"""\""and I want to get a few couples together for a casual dinner.\""""",None,15,,,,,,,
b01d839e,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1209,"""\""We are working closely with Mr. DeLays staff on all these matters.\""""",None,15,,,,,,,
12b26475,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1617,"""\""Also Greg says his schedule is open enough that he would like to hang out on the floor wyou and your guys.\""""",None,24,,,,,,,
d35e797be44b,DLB,92.34,This sentence contains Lack of professional decorum,['Lack of professional decorum'],36,"""\""This was most definitely not directed at you I just wanted each of the assistants to know that I had solicited their executive...again...\""""",DLB,27,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8dd393c8a51a,DLB,92.67,This sentence contains Machiavellian Expressions.,['Machiavellian Expressions'],47,"""\""Surreptitiously pointing him out to one of my friends I asked if he knew him.\""""",DLB,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0
dd778e6e,None,93.12,This sentence does not contain any sign of destructive leadership.,None,469,"""\""Upon review we have decided to decline participation.\""""",None,10,,,,,,,
5e1aff2f,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1780,"""\""MWh for May to AES Sul at discount rate against spot price at southeast submarket to be paid on Jun th.\""""",None,23,,,,,,,
e81b75af,None,95.67,This sentence does not contain any sign of destructive leadership.,None,540,"""\""Could you help her in getting a summer job.\""""",None,11,,,,,,,
3241a7d2,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1362,"""\""I did speak with Jacqueline Grapin at the European Institute here and she was grateful for your suggestion that she speak with Mr. Bertrand Colomb CEP of LeFarge Cement who also chairs the European side of the TransAtlatic Business Council TABD.\""""",None,44,,,,,,,
24282856,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1359,"""\""I am part of a team which is bidding to manage a million OPIC African Infrastructure Fund.\""""",None,19,,,,,,,
b4a01306,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2012,"""\""Caraghiaur responded to this by saying that the OEB mandated the exchange of customer information through an EBT structure.\""""",None,21,,,,,,,
6f7d41cb,None,95.23,This sentence does not contain any sign of destructive leadership.,None,2030,"""\""Diomedes will be located in London and wi ll focus his origination activities on global opportunities with near term attention to the wholesale and enterprise sectors.\""""",None,28,,,,,,,
9eb070ff,None,97.23,This sentence does not contain any sign of destructive leadership.,None,403,"""\""Thanks for the email Nasim.\""""",None,7,,,,,,,
0302b659,None,95.67,This sentence does not contain any sign of destructive leadership.,None,493,"""\""... or by email at john.westoecd.org.\""""",None,11,,,,,,,
fb1e7ae1,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1136,"""\""So we now have three grandsons and three granddaughters ranging from about years months down to a few days.\""""",None,21,,,,,,,
c825006d,None,95.67,This sentence does not contain any sign of destructive leadership.,None,808,"""\""The group has asked if you would like to chair the meeting in September on a date of your choice.\""""",None,22,,,,,,,
b15bcc0e,None,95.67,This sentence does not contain any sign of destructive leadership.,None,919,"""\""California could likely reduce demand more economically by running an auction to determine the payments businesses wou ld be willing to receive to reduce their demand for a sustained period e.g. through the summer months.\""""",None,40,,,,,,,
d97456c4,None,95.12,This sentence does not contain any sign of destructive leadership.,None,2157,"""\""On this last point I suggested that the legislation should apply to the transmission system operator whoever that is i.e. it could be an investor owned utility a publiclyowned utility an ISO or an RTO.\""""",None,40,,,,,,,
8737cc009f5b,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],72,"""\""Mark SchroederECT PM To Richard ShapiroNAEnronEnron Steven J KeanNAEnronEnron cc Subject newsupdates In the press I saw two news stories that I wondered if we Enron had any rolehand in and what was the offical spin in both cases.\""""",DLB,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0
c3705079,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1039,"""\""In the meantime below are the links to the presenters bios which I believe include their phone numbers.\""""",None,20,,,,,,,
14976a9f,None,95.67,This sentence does not contain any sign of destructive leadership.,None,979,"""\""Hi John Ken said that given he will be in town on March he will plan to attend the meeting also.\""""",None,23,,,,,,,
58ee95e3,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2135,"""\""Last week Davis announced a tentative agreement to acquire Edisons power lines for . billion and is reportedly close to coming to terms with SDG E. But PGE has so far rejected the governors overtures and on Thursday it added to a litany of financial woes.\""""",None,49,,,,,,,
9ac1b3b4,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1022,"""\""If you have any questions or comments please feel free to contact me at .\""""",None,16,,,,,,,
875dfc5c1594,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],90,"""\""But has anyone looked longer term than the next few months concerning the consequences of Davis moves Anyone stop to think what happens if and when the state does take control Who runs the stateowned system With the transmissionlines buy you have a mechanism which gives the utilities cash to pay off the debt incurred in buying wholesale power\""""",DLB,61,0.0,0.0,0.0,1.0,0.0,0.0,0.0
65389dfd1c95,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],409,"""\""The girl replied almost directly into the pastor's clip-on mike, \\\""Yes, and my Mom says it's a bitch to iron\""""",DLB,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0
dc682b7d,None,95.67,This sentence does not contain any sign of destructive leadership.,None,44,"""\""Gartner would be pleased to support Enron in any press and investor relations opportunities surrounding your participation in our event.\""""",None,22,,,,,,,
38d37f47,None,92.56,This sentence does not contain any sign of destructive leadership.,None,1834,"""\""Thats the risk that you run with price controls said Arthur ODonnell editor of the newsletter California Energy Markets.\""""",None,21,,,,,,,
410484ee,DLB,95.12,This sentence contains Machiavellian Expressions,['Machiavellian Expressions'],617,"""\""I have spoken with Hardie who also edited this letter for me and we both agree that this would have much greater impact if it came directly from you as a past Father of the Year.\""""",None,38,,,,,,,
73b45f8958cd,None,92.67,This sentence does not contain any sign of destructive leadership.,None,64,"""\""For example it is possible that Jan Haizmann or others may figure out a way to have actual trades escape the fee done offshore for example.\""""",DLB,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3ab19333,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1784,"""\""not that there are necessarily violations but there have to at least be questions.\""""",None,16,,,,,,,
082f6cc8,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1999,"""\""but it provides the basics.\""""",None,7,,,,,,,
af99a4557f57,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],323,"""\""hey - seems like we arent the only ones that think kyle is an arrogant asshole anymore\""""",DLB,19,0.0,0.0,1.0,1.0,0.0,0.0,0.0
98402b79,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2102,"""\""If you have consulted local counsel on the issue you should put that person in touch with Elizabeth.\""""",None,20,,,,,,,
4be5793b,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1979,"""\""Artesia wanted to form relationships with other information management companies instead of working only with banks or venture capital firms.\""""",None,22,,,,,,,
ed56f8cb,None,92.56,This sentence does not contain any sign of destructive leadership.,None,838,"""\""Unfortunately I dont have a mailing address for you.\""""",None,11,,,,,,,
